Id,SalePrice
2221,251058.25555783862
1357,155359.15562886585
2901,342736.7485880246
347,172312.37634059394
2164,192814.9690522374
1586,316749.1008901426
360,156973.6539763648
1769,245896.99086562506
2617,152479.60055365376
1879,125771.35123991745
991,233951.109808818
1535,102553.27890421529
1191,149036.97377898253
1579,202334.31074950294
1882,128751.62130923482
1510,130670.73821686576
2196,139163.47646779424
1845,155055.59020655928
2336,391125.6932410851
942,94523.7192430767
861,129427.40707377304
2555,114082.39746217048
1392,136361.37301066684
2099,249200.6858307504
1543,129243.00487337184
948,300571.23173255887
1239,180082.19781651994
22,180328.75197313284
2796,219279.53581618879
2747,165355.46295156708
92,273627.5185828235
210,164047.4934361124
1858,202450.18664090373
2228,162901.9593003086
447,203640.11808699026
827,238281.57152585598
1649,191866.5318958944
682,132203.88884250278
2698,115295.3290667165
494,183606.56211016767
214,76243.19208829134
2441,227047.57067015383
2679,113343.61789601055
1336,119189.74420305286
465,181419.4355245172
1524,133346.84748103944
2543,114343.85834854416
631,134557.59843966892
2452,278162.07847892016
228,146337.44277900696
126,158151.9033236832
1092,214761.3835067719
1122,198555.02174492212
932,198810.53306290155
1980,87462.09169450306
2171,110255.90952178865
551,157044.8536965081
2768,165719.7135209238
2056,116066.05767159002
1159,357797.0543076851
2645,101375.54941651244
1174,160229.71242822756
2266,211255.60498387102
2462,476537.68670749944
1219,137557.85721466335
2922,186784.78088120336
118,133035.14990666058
474,166833.56507543748
2576,146228.57411567995
872,283706.44712832186
1077,197280.65845368075
1536,134497.93964777348
1150,119451.54461660008
2341,314975.0923844181
1931,149238.10548895612
2785,133403.7174510265
2538,119574.5178274275
597,211374.30592728054
464,178718.27928352504
233,205392.13594440505
2169,124704.6829106686
2123,169871.14152911276
1867,162971.85507419266
137,244396.481354358
515,229784.28164456392
933,126382.0179925324
2784,168382.4235648956
972,165417.81305884855
599,158366.8162279678
2614,124278.65287799954
2582,136539.3690438729
1409,161130.43294348055
175,90408.29723736136
352,211998.6847659959
976,104720.03859021585
2134,190342.07921505946
984,110601.86763119082
2396,400955.86514730274
1673,142334.28249015135
404,126609.07006284774
607,155802.1570720599
814,139570.72543817014
868,189553.7492583229
2271,185301.38868323562
1633,203260.0013000394
337,156829.65103397507
2765,157681.19318940054
1746,278657.7530022527
368,305848.00268617127
2806,205774.69595461115
1662,198268.99266128265
1234,209833.7073284657
1373,132141.72596086113
1672,115968.93986136066
1939,120957.62428316611
